Reference Area,Time Period,Sex,Value
Kuwait,2008,Female,100
Kuwait,2008,Male,100
Kuwait,2008,Total,100
Kuwait,2007,Female,100
Kuwait,2007,Male,100
Kuwait,2007,Total,100
Kuwait,2004,Female,100
Kuwait,2004,Male,100
Kuwait,2004,Total,100
Kuwait,2001,Female,100
Kuwait,2001,Male,100
Kuwait,2001,Total,100
Kuwait,2000,Female,100
Kuwait,2000,Male,100
Kuwait,2000,Total,100
Lao People's Democratic Republic,2015,Female,99.61532
Lao People's Democratic Republic,2015,Male,99.36742
Lao People's Democratic Republic,2015,Total,99.49621
Lao People's Democratic Republic,2014,Female,99.69228
Lao People's Democratic Republic,2014,Male,99.30107
Lao People's Democratic Republic,2014,Total,99.50272
Lao People's Democratic Republic,2013,Female,99.65843
Lao People's Democratic Republic,2013,Male,99.50899
Lao People's Democratic Republic,2013,Total,99.58581
Lao People's Democratic Republic,2012,Female,99.46313
Lao People's Democratic Republic,2012,Male,99.48494
Lao People's Democratic Republic,2012,Total,99.47416
Lao People's Democratic Republic,2011,Female,99.50854
Lao People's Democratic Republic,2011,Male,99.30788
Lao People's Democratic Republic,2011,Total,99.40426
Lao People's Democratic Republic,2010,Female,99.6825
Lao People's Democratic Republic,2010,Male,99.05292
Lao People's Democratic Republic,2010,Total,99.34714
Lao People's Democratic Republic,2009,Female,99.51613
Lao People's Democratic Republic,2009,Male,99.17494
Lao People's Democratic Republic,2009,Total,99.33196
Lao People's Democratic Republic,2008,Total,89.58369
Lao People's Democratic Republic,2006,Female,96.71425
Lao People's Democratic Republic,2006,Male,96.86248
Lao People's Democratic Republic,2006,Total,96.79962
Lao People's Democratic Republic,2005,Female,92.49311
Lao People's Democratic Republic,2005,Male,90.02249
Lao People's Democratic Republic,2005,Total,91.0397
Lao People's Democratic Republic,2004,Female,99.07967
Lao People's Democratic Republic,2004,Male,98.09893
Lao People's Democratic Republic,2004,Total,98.51529
Lao People's Democratic Republic,2003,Female,98.55856
Lao People's Democratic Republic,2003,Male,97.80302
Lao People's Democratic Republic,2003,Total,98.12014
Lao People's Democratic Republic,2002,Female,97.45326
Lao People's Democratic Republic,2002,Male,96.76183
Lao People's Democratic Republic,2002,Total,97.04826
Lao People's Democratic Republic,2001,Female,97.95338
Lao People's Democratic Republic,2001,Male,96.88755
Lao People's Democratic Republic,2001,Total,97.32878
Lao People's Democratic Republic,2000,Female,98.79032
Lao People's Democratic Republic,2000,Male,98.32969
Lao People's Democratic Republic,2000,Total,98.51782
Lebanon,2014,Female,98.81109
Lebanon,2014,Male,97.78161
Lebanon,2014,Total,98.51148
Lebanon,2013,Female,93.99765
Lebanon,2013,Male,92.63939
Lebanon,2013,Total,93.58266
Liberia,2015,Female,61.62281
Liberia,2015,Male,62.53937
Liberia,2015,Total,62.49139
Liberia,2014,Female,62.2449
Liberia,2014,Male,60.34322
Liberia,2014,Total,60.43491
Liberia,2011,Female,61.61826
Liberia,2011,Male,60.32637
Liberia,2011,Total,60.38915
Liberia,2009,Female,62.94537
Liberia,2009,Male,63.41224
Liberia,2009,Total,63.38932
Liberia,2008,Female,56.98925
Liberia,2008,Male,57.82841
Liberia,2008,Total,57.79047
Liberia,2006,Female,53.69128
Liberia,2006,Male,55.18333
Liberia,2006,Total,55.11273
Madagascar,2014,Female,24.0269
Madagascar,2014,Male,20.20979
Madagascar,2014,Total,21.93009
Maldives,2014,Female,93.4767
Maldives,2014,Male,92.29075
Maldives,2014,Total,92.80598
Maldives,2013,Female,98.51695
Maldives,2013,Male,99.27928
Maldives,2013,Total,98.92892
Maldives,2012,Female,88.00922
Maldives,2012,Male,98.21981
Maldives,2012,Total,93.0968
Maldives,2011,Female,98.18332
Maldives,2011,Male,98.53529
Maldives,2011,Total,98.37818
Maldives,2010,Female,96.89737
Maldives,2010,Male,98.14004
Maldives,2010,Total,97.63371
Maldives,2009,Female,95.39208
Maldives,2009,Male,95.6846
Maldives,2009,Total,95.5684
Maldives,2008,Female,95.25826
Maldives,2008,Male,94.73396
Maldives,2008,Total,94.94008
Maldives,2007,Female,91.29129
Maldives,2007,Male,88.72611
Maldives,2007,Total,89.72363
Maldives,2006,Female,95.96774
Maldives,2006,Male,96.43992
Maldives,2006,Total,96.25731
Maldives,2005,Female,88.90374
Maldives,2005,Male,82.3351
Maldives,2005,Total,84.71214
Maldives,2002,Female,88.5214
Maldives,2002,Male,80.46083
Maldives,2002,Total,83.05191
Maldives,2001,Female,87.13969
Maldives,2001,Male,83.27796
Maldives,2001,Total,84.56425
Maldives,2000,Female,80.73394
Maldives,2000,Male,74.62341
Maldives,2000,Total,76.30252
Mali,2011,Female,84.5092
Mali,2011,Male,70.67431
Mali,2011,Total,72.453
Mali,2009,Female,81.71978
Mali,2009,Male,72.4552
Mali,2009,Total,73.72275
Mali,2008,Female,91.06552
Mali,2008,Male,74.49914
Mali,2008,Total,76.68647
Mali,2005,Female,89.99193
Mali,2005,Male,78.25904
Mali,2005,Total,80
Mauritania,2015,Female,100
Mauritania,2015,Male,100
Mauritania,2015,Total,100
Mauritania,2014,Female,100
Mauritania,2014,Male,100
Mauritania,2014,Total,100
Mauritania,2011,Female,100
Mauritania,2011,Male,100
Mauritania,2011,Total,100
Mauritania,2009,Female,100
Mauritania,2009,Male,100
Mauritania,2009,Total,100
Mauritania,2008,Female,100
Mauritania,2008,Male,100
Mauritania,2008,Total,100
Mauritania,2007,Female,100
Mauritania,2007,Male,100
Mauritania,2007,Total,100
Mauritania,2006,Female,100
Mauritania,2006,Male,100
Mauritania,2006,Total,100
Mauritania,2003,Female,55.21236
Mauritania,2003,Male,64.56933
Mauritania,2003,Total,63.29114
Mexico,2010,Total,89.81302
Mexico,2009,Total,89.29667
Mongolia,2007,Female,100
Mongolia,2007,Male,100
Mongolia,2007,Total,100
Mongolia,2006,Female,100
Mongolia,2006,Male,100
Mongolia,2006,Total,100
Mongolia,2005,Female,100
Mongolia,2005,Male,100
Mongolia,2005,Total,100
Mongolia,2004,Female,100
Mongolia,2004,Male,100
Mongolia,2004,Total,100
Mongolia,2003,Female,100
Mongolia,2003,Male,100
Mongolia,2003,Total,100
Mongolia,2002,Female,100
Mongolia,2002,Male,100
Mongolia,2002,Total,100
Mongolia,2001,Female,100
Mongolia,2001,Male,100
Mongolia,2001,Total,100
Mongolia,2000,Female,100
Mongolia,2000,Male,100
Mongolia,2000,Total,100
Montserrat,2009,Female,50
Montserrat,2009,Male,25
Montserrat,2009,Total,43.75
Montserrat,2005,Female,80
Montserrat,2005,Male,0
Montserrat,2005,Total,50
Montserrat,2002,Female,81.81818
Montserrat,2002,Male,25
Montserrat,2002,Total,57.89474
Mozambique,2013,Female,88.73461
Mozambique,2013,Male,84.31727
Mozambique,2013,Total,85.24293
Mozambique,2008,Female,68.35443
Mozambique,2008,Male,60.37508
Mozambique,2008,Total,61.70096
Mozambique,2007,Female,69.85677
Mozambique,2007,Male,55.16257
Mozambique,2007,Total,57.51511
Mozambique,2006,Female,69.85185
Mozambique,2006,Male,58.57143
Mozambique,2006,Total,60.41063
Myanmar,2014,Total,93.24893
Myanmar,2010,Female,98.34906
Myanmar,2010,Male,98.34741
Myanmar,2010,Total,98.34883
Myanmar,2009,Female,95.86925
Myanmar,2009,Male,86.87141
Myanmar,2009,Total,94.51918
Myanmar,2008,Female,96.89904
Myanmar,2008,Male,97.57991
Myanmar,2008,Total,97.00046
Myanmar,2007,Female,95.49999
Myanmar,2007,Male,98.69141
Myanmar,2007,Total,96.00061
Myanmar,2006,Female,93.81022
Myanmar,2006,Male,93.80722
Myanmar,2006,Total,93.80973
Myanmar,2005,Female,79.00065
Myanmar,2005,Male,79.00167
Myanmar,2005,Total,79.00082
Myanmar,2004,Female,84.25772
Myanmar,2004,Male,61.8456
Myanmar,2004,Total,79.70032
Myanmar,2003,Female,60.00045
Myanmar,2003,Male,59.99494
Myanmar,2003,Total,59.99929
Myanmar,2002,Female,60.20033
Myanmar,2002,Male,59.24448
Myanmar,2002,Total,59.99863
Myanmar,2001,Female,57.50089
Myanmar,2001,Male,57.49699
Myanmar,2001,Total,57.50004
Myanmar,2000,Female,61.46412
Myanmar,2000,Male,64.27599
Myanmar,2000,Total,62.099
Nepal,2016,Female,89.71856
Nepal,2016,Male,88.9464
Nepal,2016,Total,89.16155
Nepal,2015,Female,79.58293
Nepal,2015,Male,80.95954
Nepal,2015,Total,80.57996
Nepal,2014,Female,78.71591
Nepal,2014,Male,80.34914
Nepal,2014,Total,79.90049
Nepal,2013,Female,78.15193
Nepal,2013,Male,79.88245
Nepal,2013,Total,79.4082
Nepal,2012,Female,76.23149
Nepal,2012,Male,77.67045
Nepal,2012,Total,77.28054
Nepal,2011,Female,63.85623
Nepal,2011,Male,63.47732
Nepal,2011,Total,63.57534
Nepal,2010,Female,61.81324
Nepal,2010,Male,55.66439
Nepal,2010,Total,57.18224
Nepal,2008,Female,57.06291
Nepal,2008,Male,51.26975
Nepal,2008,Total,52.34563
Nepal,2007,Female,51.7083
Nepal,2007,Male,45.13594
Nepal,2007,Total,46.44517
Nepal,2003,Female,21.81493
Nepal,2003,Male,26.54733
Nepal,2003,Total,25.79545
Nepal,2002,Female,26.17647
Nepal,2002,Male,28.15415
Nepal,2002,Total,27.8769
Nepal,2000,Female,33.40381
Nepal,2000,Male,32.52747
Nepal,2000,Total,32.64496
Nicaragua,2008,Female,63.22439
Nicaragua,2008,Male,49.57983
Nicaragua,2008,Total,57.15221
Nicaragua,2007,Female,60.8072
Nicaragua,2007,Male,57.06495
Nicaragua,2007,Total,59.30209
Nicaragua,2006,Female,56.96774
Nicaragua,2006,Male,40.72378
Nicaragua,2006,Total,48.90116
Nicaragua,2005,Female,56.48665
Nicaragua,2005,Male,40.57366
Nicaragua,2005,Total,49.44624
Nicaragua,2004,Female,49.25218
Nicaragua,2004,Male,34.17339
Nicaragua,2004,Total,42.43908
Nicaragua,2001,Female,49.11151
Nicaragua,2001,Male,35.06217
Nicaragua,2001,Total,43.70644
Nicaragua,2000,Female,49.11111
Nicaragua,2000,Male,36.68374
Nicaragua,2000,Total,43.69947
Niger,2015,Female,15.0073
Niger,2015,Male,15.00727
Niger,2015,Total,15.00727
Niger,2014,Female,22.81922
Niger,2014,Male,13.44496
Niger,2014,Total,15.3776
Niger,2013,Female,21.93836
Niger,2013,Male,24.79924
Niger,2013,Total,24.15401
Niger,2010,Female,14.80502
Niger,2010,Male,13.41365
Niger,2010,Total,13.68571
Niger,2008,Female,19.55782
Niger,2008,Male,14.73547
Niger,2008,Total,15.60208
Niger,2006,Female,20
Niger,2006,Male,19.51697
Niger,2006,Total,19.60187
Niger,2004,Female,30.50847
Niger,2004,Male,30.8836
Niger,2004,Total,30.80253
Niger,2003,Female,30.01745
Niger,2003,Male,30.01622
Niger,2003,Total,30.01652
Nigeria,2010,Female,85.66133
Nigeria,2010,Male,84.33477
Nigeria,2010,Total,85.00631
Nigeria,2006,Female,78.39255
Nigeria,2006,Male,65.61174
Nigeria,2006,Total,70.72094
Niue,2015,Female,100
Niue,2015,Male,100
Niue,2015,Total,100
Oman,2001,Female,100
Oman,2001,Male,100
Oman,2001,Total,100
Oman,2000,Female,100
Oman,2000,Male,100
Oman,2000,Total,100
Pakistan,2015,Female,54.12707
Pakistan,2015,Male,75.72877
Pakistan,2015,Total,61.20315
Palau,2016,Female,65
Palau,2016,Male,42.85714
Palau,2016,Total,59.25926
Panama,2014,Female,94.14306
Panama,2014,Male,93.16275
Panama,2014,Total,93.77324
Panama,2012,Female,84.90691
Panama,2012,Male,85.08733
Panama,2012,Total,84.97384
Panama,2011,Female,84.83392
Panama,2011,Male,85.95506
Panama,2011,Total,85.25601
Panama,2010,Female,86.6449
Panama,2010,Male,86.39053
Panama,2010,Total,86.54933
Panama,2009,Female,88.23085
Panama,2009,Male,87.28186
Panama,2009,Total,87.86336
Panama,2008,Female,90.74104
Panama,2008,Male,88.78648
Panama,2008,Total,89.98716
Panama,2007,Female,91.07616
Panama,2007,Male,88.3351
Panama,2007,Total,90.02242
Panama,2006,Female,91.19607
Panama,2006,Male,87.5
Panama,2006,Total,89.73299
Panama,2005,Female,84.37336
Panama,2005,Male,79.68956
Panama,2005,Total,82.50368
Panama,2004,Female,84.27305
Panama,2004,Male,78.61302
Panama,2004,Total,82.00255
Panama,2002,Female,83.52314
Panama,2002,Male,77.27273
Panama,2002,Total,81.01363
Panama,2001,Female,94.15304
Panama,2001,Male,90.8024
Panama,2001,Total,92.78637
Panama,2000,Female,82.60606
Panama,2000,Male,77.11963
Panama,2000,Total,80.35502
Papua New Guinea,2012,Female,100
Papua New Guinea,2012,Male,100
Papua New Guinea,2012,Total,100
Paraguay,2012,Female,86.90466
Paraguay,2012,Male,84.2035
Paraguay,2012,Total,85.90552
Puerto Rico,2014,Female,94.00201
Puerto Rico,2014,Male,93.99251
Puerto Rico,2014,Total,93.99941
Qatar,2008,Female,50.5612
Qatar,2008,Male,60.04084
Qatar,2008,Total,54.73054
Qatar,2007,Female,62.21065
Qatar,2007,Male,67.20203
Qatar,2007,Total,64.23909
Qatar,2006,Female,64.9941
Qatar,2006,Male,82.79817
Qatar,2006,Total,72.7515
Republic of Moldova,2015,Female,98.82012
Republic of Moldova,2015,Male,99.41844
Republic of Moldova,2015,Total,98.93708
Saint Kitts and Nevis,2012,Female,54.96689
Saint Kitts and Nevis,2012,Male,50.5618
Saint Kitts and Nevis,2012,Total,53.33333
Saint Kitts and Nevis,2011,Female,55.90062
Saint Kitts and Nevis,2011,Male,55.05618
Saint Kitts and Nevis,2011,Total,55.6
Saint Kitts and Nevis,2010,Female,56.17978
Saint Kitts and Nevis,2010,Male,38.46154
Saint Kitts and Nevis,2010,Total,49.15254
Saint Kitts and Nevis,2009,Female,53.19149
Saint Kitts and Nevis,2009,Male,43.39623
Saint Kitts and Nevis,2009,Total,49.65986
Saint Kitts and Nevis,2008,Total,35.60606
Saint Kitts and Nevis,2007,Total,39.73064
Saint Kitts and Nevis,2005,Female,33.78378
Saint Kitts and Nevis,2005,Male,46.93878
Saint Kitts and Nevis,2005,Total,39.02439
Saint Kitts and Nevis,2004,Female,36.41975
Saint Kitts and Nevis,2004,Male,33.94495
Saint Kitts and Nevis,2004,Total,35.42435
Saint Kitts and Nevis,2003,Female,39.32584
Saint Kitts and Nevis,2003,Male,39.77273
Saint Kitts and Nevis,2003,Total,39.47368
Saint Kitts and Nevis,2002,Female,39.63415
Saint Kitts and Nevis,2002,Male,41.50943
Saint Kitts and Nevis,2002,Total,40.37037
Saint Lucia,2014,Female,76.37969
Saint Lucia,2014,Male,60.9375
Saint Lucia,2014,Total,71.78295
Saint Lucia,2013,Female,70.48055
Saint Lucia,2013,Male,36.82432
Saint Lucia,2013,Total,56.8895
Saint Lucia,2012,Female,67.60563
Saint Lucia,2012,Male,60.3352
Saint Lucia,2012,Total,65.45455
Saint Lucia,2011,Female,68.09524
Saint Lucia,2011,Male,59.88701
Saint Lucia,2011,Total,65.66164
Saint Vincent and the Grenadines,2010,Female,63.7037
Saint Vincent and the Grenadines,2010,Male,65.35948
Saint Vincent and the Grenadines,2010,Total,64.3026
Saint Vincent and the Grenadines,2009,Female,59.63636
Saint Vincent and the Grenadines,2009,Male,39.05109
Saint Vincent and the Grenadines,2009,Total,49.36248
Saint Vincent and the Grenadines,2008,Female,59.29204
Saint Vincent and the Grenadines,2008,Male,49.62406
Saint Vincent and the Grenadines,2008,Total,55.71031
Saint Vincent and the Grenadines,2004,Female,50.81967
Saint Vincent and the Grenadines,2004,Male,57.95455
Saint Vincent and the Grenadines,2004,Total,53.80952
Saint Vincent and the Grenadines,2003,Female,46.19565
Saint Vincent and the Grenadines,2003,Male,56.25
Saint Vincent and the Grenadines,2003,Total,50.32051
Saint Vincent and the Grenadines,2002,Female,46.62921
Saint Vincent and the Grenadines,2002,Male,65.28926
Saint Vincent and the Grenadines,2002,Total,54.1806
Saint Vincent and the Grenadines,2001,Female,56.44172
Saint Vincent and the Grenadines,2001,Male,62.29508
Saint Vincent and the Grenadines,2001,Total,58.94737
Sao Tome and Principe,2016,Female,18.05556
Sao Tome and Principe,2016,Male,21.2963
Sao Tome and Principe,2016,Total,20.21605
Sao Tome and Principe,2012,Female,37.22628
Sao Tome and Principe,2012,Male,33.50649
Sao Tome and Principe,2012,Total,34.48276
Sao Tome and Principe,2011,Female,41.74757
Sao Tome and Principe,2011,Male,36.56174
Sao Tome and Principe,2011,Total,37.5969
Saudi Arabia,2014,Female,100
Saudi Arabia,2014,Male,100
Saudi Arabia,2014,Total,100
Saudi Arabia,2013,Female,100
Saudi Arabia,2013,Male,100
Saudi Arabia,2013,Total,100
Serbia,2012,Female,49.59938
Serbia,2012,Male,30.08872
Serbia,2012,Total,42.50607
Serbia,2011,Female,60.03226
Serbia,2011,Male,40.63343
Serbia,2011,Total,53.05458
Serbia,2009,Total,92.7298
Serbia,2007,Female,100
Serbia,2007,Male,100
Serbia,2007,Total,100
Sierra Leone,2015,Female,44.67587
Sierra Leone,2015,Male,35.50804
Sierra Leone,2015,Total,36.82188
Sierra Leone,2013,Female,77.24138
Sierra Leone,2013,Male,62.12159
Sierra Leone,2013,Total,64.32103
Sierra Leone,2012,Female,80.63475
Sierra Leone,2012,Male,57.51725
Sierra Leone,2012,Total,60.74703
Sierra Leone,2011,Female,79.06584
Sierra Leone,2011,Male,55.79559
Sierra Leone,2011,Total,59.02767
Singapore,2009,Female,92.6078
Singapore,2009,Male,89.57251
Singapore,2009,Total,91.57738
Singapore,2008,Female,96.34278
Singapore,2008,Male,96.90949
Singapore,2008,Total,96.52919
Singapore,2007,Female,95.04246
Singapore,2007,Male,93.27006
Singapore,2007,Total,94.42697
Solomon Islands,2015,Female,81.33803
Solomon Islands,2015,Male,79.82533
Solomon Islands,2015,Total,80.32691
Solomon Islands,2010,Female,70.51282
Solomon Islands,2010,Male,70.87912
Solomon Islands,2010,Total,70.76923
South Sudan,2011,Total,44.331
Sri Lanka,2015,Female,56.9237
Sri Lanka,2015,Male,58.09247
Sri Lanka,2015,Total,57.24843
Sri Lanka,2013,Total,72.06186
State of Palestine,2015,Female,100
State of Palestine,2015,Male,100
State of Palestine,2015,Total,100
State of Palestine,2014,Female,100
State of Palestine,2014,Male,100
State of Palestine,2014,Total,100
State of Palestine,2013,Female,100
State of Palestine,2013,Male,100
State of Palestine,2013,Total,100
State of Palestine,2012,Female,100
State of Palestine,2012,Male,100
State of Palestine,2012,Total,100
State of Palestine,2011,Female,100
State of Palestine,2011,Male,100
State of Palestine,2011,Total,100
State of Palestine,2010,Female,100
State of Palestine,2010,Male,100
State of Palestine,2010,Total,100
State of Palestine,2009,Female,100
State of Palestine,2009,Male,100
State of Palestine,2009,Total,100
State of Palestine,2008,Female,100
State of Palestine,2008,Male,100
State of Palestine,2008,Total,100
State of Palestine,2007,Female,100
State of Palestine,2007,Male,100
State of Palestine,2007,Total,100
Suriname,2015,Female,13.35934
Suriname,2015,Male,13.60544
Suriname,2015,Total,13.41417
Suriname,2014,Female,13.52748
Suriname,2014,Male,12.6935
Suriname,2014,Total,13.33333
Suriname,2013,Female,13.65953
Suriname,2013,Male,12.56198
Suriname,2013,Total,13.40086
Suriname,2012,Female,11.89968
Suriname,2012,Male,13.19797
Suriname,2012,Total,12.21095
Suriname,2011,Female,12.8724
Suriname,2011,Male,13.79898
Suriname,2011,Total,13.10228
Suriname,2010,Female,16.82885
Suriname,2010,Male,19.64573
Suriname,2010,Total,17.56757
Suriname,2009,Female,100
Suriname,2009,Male,100
Suriname,2009,Total,100
Suriname,2008,Female,100
Suriname,2008,Male,100
Suriname,2008,Total,100
Tajikistan,2003,Total,93.95203
Thailand,2015,Female,100
Thailand,2015,Male,100
Thailand,2015,Total,100
Trinidad and Tobago,2009,Female,41.66667
Trinidad and Tobago,2009,Male,38.18663
Trinidad and Tobago,2009,Total,40.37754
Trinidad and Tobago,2007,Total,42.10268
Trinidad and Tobago,2003,Female,57.05747
Trinidad and Tobago,2003,Male,59.54887
Trinidad and Tobago,2003,Total,58.00285
Trinidad and Tobago,2002,Female,56.31159
Trinidad and Tobago,2002,Male,59.09091
Trinidad and Tobago,2002,Total,57.39628
Trinidad and Tobago,2001,Female,55.04545
Trinidad and Tobago,2001,Male,55.92417
Trinidad and Tobago,2001,Total,55.39842
Trinidad and Tobago,2000,Female,51.96271
Trinidad and Tobago,2000,Male,53.17116
Trinidad and Tobago,2000,Total,52.39887
Turks and Caicos Islands,2002,Female,100
Turks and Caicos Islands,2002,Male,100
Turks and Caicos Islands,2002,Total,100
Turks and Caicos Islands,2001,Female,100
Turks and Caicos Islands,2001,Male,100
Turks and Caicos Islands,2001,Total,100
United Arab Emirates,2015,Female,100
United Arab Emirates,2015,Male,100
United Arab Emirates,2015,Total,100
United Arab Emirates,2005,Female,48.70474
United Arab Emirates,2005,Male,49.93309
United Arab Emirates,2005,Total,49.2478
United Arab Emirates,2004,Female,49.35023
United Arab Emirates,2004,Male,50.31198
United Arab Emirates,2004,Total,49.77198
United Arab Emirates,2002,Female,56.07271
United Arab Emirates,2002,Male,49.88842
United Arab Emirates,2002,Total,53.31342
United Arab Emirates,2001,Female,57.1398
United Arab Emirates,2001,Male,49.71084
United Arab Emirates,2001,Total,53.7234
United Arab Emirates,2000,Female,55.75277
United Arab Emirates,2000,Male,45.88394
United Arab Emirates,2000,Total,51.44808
Vanuatu,2015,Female,21.96532
Vanuatu,2015,Male,21.11801
Vanuatu,2015,Total,21.47165
Vanuatu,2013,Female,68.37607
Vanuatu,2013,Male,65.58045
Vanuatu,2013,Total,66.74584
Viet Nam,2015,Female,99.68964
Viet Nam,2015,Male,99.3351
Viet Nam,2015,Total,99.5774
Viet Nam,2014,Female,100
Viet Nam,2014,Male,100
Viet Nam,2014,Total,100
Viet Nam,2013,Female,91.77412
Viet Nam,2013,Male,90.79645
Viet Nam,2013,Total,91.45416
Viet Nam,2012,Female,99.20237
Viet Nam,2012,Male,98.82937
Viet Nam,2012,Total,99.07715
Viet Nam,2011,Total,99.23475
Viet Nam,2010,Total,99.06438
Viet Nam,2009,Female,97.93646
Viet Nam,2009,Male,95.32471
Viet Nam,2009,Total,97.08231
Viet Nam,2008,Female,98.81152
Viet Nam,2008,Male,96.9368
Viet Nam,2008,Total,98.20021
Viet Nam,2007,Female,97.78749
Viet Nam,2007,Male,98.40324
Viet Nam,2007,Total,97.98886
Viet Nam,2006,Female,97.5171
Viet Nam,2006,Male,97.35824
Viet Nam,2006,Total,97.46559
Viet Nam,2005,Total,94.58984
Viet Nam,2002,Female,91.80029
Viet Nam,2002,Male,89.80337
Viet Nam,2002,Total,91.19314
Viet Nam,2001,Female,90.39982
Viet Nam,2001,Male,91.84319
Viet Nam,2001,Total,90.84015
Viet Nam,2000,Female,87.94481
Viet Nam,2000,Male,82.61851
Viet Nam,2000,Total,86.31814
Zambia,2012,Female,95.54508
Zambia,2012,Male,89.71963
Zambia,2012,Total,92.65372
