Country or Area,Year,Value
Puerto Rico,1990,93.16687946
Qatar,2012,99.0645734
Qatar,2011,97.87751166
Qatar,2010,96.82016024
Qatar,2009,97.75925383
Qatar,2008,95.68698817
Qatar,2007,99.06010284
Qatar,2004,95.92071385
Qatar,1997,94.79075046
Republic of Moldova,2012,100
Republic of Moldova,2000,99.52507599
Reunion,2012,99.78294
Reunion,2004,98.66419
Reunion,1994,98.65142
Romania,2011,98.99568738
Romania,2002,97.76148778
Romania,1992,99.10746203
Russian Federation,2010,99.70960245
Russian Federation,2002,99.72460028
Rwanda,2010,77.34462673
Rwanda,2000,77.62033288
Rwanda,1991,74.89654159
Samoa,2012,99.52692
Samoa,2004,99.38381
Samoa,1991,99.04444444
Sao Tome and Principe,2008,80.20315973
Sao Tome and Principe,2001,95.41546379
Sao Tome and Principe,1991,93.84996024
Saudi Arabia,2013,99.22176778
Saudi Arabia,2004,95.8496913
Saudi Arabia,2000,95.91315882
Saudi Arabia,1992,87.85560753
Senegal,2011,66.03273952
Senegal,2009,65.01490579
Senegal,2006,50.85165661
Senegal,2002,49.12449012
Serbia,2012,99.26009
Seychelles,2012,99.06477312
Seychelles,2002,99.06477312
Seychelles,1994,98.81331404
Sierra Leone,2012,62.71661
Sierra Leone,2004,47.92760841
Singapore,2012,99.84585742
Singapore,2011,99.82384028
Singapore,2010,99.75182479
Singapore,2000,99.50459911
Singapore,1990,98.96670215
Slovenia,2012,99.85276
Slovenia,2004,99.82676
Slovenia,1991,99.75773666
Solomon Islands,1999,85
South Africa,2012,98.88204097
South Africa,2011,98.78965515
South Africa,2010,98.64412819
South Africa,2009,98.36508535
South Africa,2007,97.57077506
South Africa,1996,93.90514991
Spain,2012,99.67277802
Spain,2011,99.69939644
Spain,2010,99.59463173
Spain,2009,99.59900196
Spain,2008,99.56430812
Spain,2007,99.56933678
Spain,2005,99.53779475
Spain,1991,99.55456116
Sri Lanka,2010,98.1579253
Sri Lanka,2008,97.98180225
Sri Lanka,2006,97.48406367
Sri Lanka,2001,95.58863269
State of Palestine,2012,99.28732634
State of Palestine,2011,99.31232155
State of Palestine,2010,99.24203742
State of Palestine,2009,99.23325596
State of Palestine,2008,99.15021997
State of Palestine,2007,99.06205698
State of Palestine,2006,99.09138168
State of Palestine,2004,98.9418193
State of Palestine,1997,97.04654378
Sudan,2012,87.91188
Sudan,2000,78.15558788
Sudan (former),2000,78.15558788
Suriname,2010,98.37664295
Suriname,2008,99.41641892
Suriname,2004,94.88114062
Swaziland,2010,93.50229982
Swaziland,2000,91.86324465
Syrian Arab Republic,2012,95.56499
Syrian Arab Republic,2004,92.45381179
Syrian Arab Republic,2002,95.18883216
Tajikistan,2012,99.87011
Tajikistan,2000,99.84706266
Thailand,2010,96.59757476
Thailand,2005,98.05091408
Thailand,2000,97.97538629
The former Yugoslav Republic of Macedonia,2012,98.64628
The former Yugoslav Republic of Macedonia,2002,98.74269551
The former Yugoslav Republic of Macedonia,1994,98.86116509
Timor-Leste,2010,79.52868353
Togo,2011,79.88590713
Togo,2009,81.7359871
Togo,2006,76.45293697
Togo,2000,74.43957115
Tonga,2011,99.43703086
Tonga,2006,99.42475603
Tonga,1996,99.30874387
Trinidad and Tobago,2012,99.57905
Trinidad and Tobago,2004,99.49116
Trinidad and Tobago,1990,99.3
Tunisia,2011,97.3044449
Tunisia,2010,97.17172315
Tunisia,2008,96.79425729
Tunisia,2007,96.29968896
Tunisia,2004,94.33898305
Tunisia,1994,82.84604
Turkey,2012,99.01601967
Turkey,2011,98.70935365
Turkey,2010,98.22458535
Turkey,2009,97.8074689
Turkey,2007,96.36234584
Turkey,2006,96.1815026
Turkey,2005,96.11855461
Turkey,2004,95.60349759
Turkey,1990,92.54366013
Turkmenistan,2012,99.83275
Turkmenistan,1995,99.81041992
Uganda,2010,87.40882894
Uganda,2006,84.06564795
Uganda,2002,80.79115687
Uganda,1991,69.80078724
Ukraine,2012,99.77241
Ukraine,2001,99.80485515
United Arab Emirates,2005,95.00645109
United Republic of Tanzania,2010,74.56052051
United Republic of Tanzania,2002,78.39604805
Uruguay,2012,98.95525252
Uruguay,2011,98.86221742
Uruguay,2010,98.78419453
Uruguay,2009,99.04942966
Uruguay,2008,98.96814223
Uruguay,2007,98.75914247
Uruguay,2006,98.7125202
Uruguay,1996,98.58023982
Uzbekistan,2012,99.94198
Uzbekistan,2000,99.87434931
Vanuatu,2012,94.88041
Vanuatu,2004,91.98842
Vanuatu,1994,86.2521
Venezuela,2009,98.53329802
Venezuela,2007,98.39878037
Venezuela,2001,97.19933572
Venezuela,1990,95.43902998
Viet Nam,2009,97.09167345
Viet Nam,2000,94.83651428
Viet Nam,1999,93.88233453
Yemen,2012,87.41462
Yemen,2004,76.9273
Yemen,1994,60.22214372
Zambia,2007,64.04963723
Zambia,2002,69.088812
Zambia,1999,69.45722211
Zambia,1990,66.38115566
Zimbabwe,2011,90.93070187
Zimbabwe,1992,95.41135812
